time(s)	globalZ	gyroAngle
10.968	-2.924325	4.577
10.990	-0.453826	3.834
11.010	-0.001249	3.947
11.031	-0.264546	3.947
11.052	0.578909	4.136
11.075	0.521779	4.390
11.094	0.239846	4.703
11.117	0.152115	5.099
11.137	0.288847	5.173
11.160	0.563754	5.173
11.180	0.912928	4.908
11.201	0.741949	4.633
11.222	0.243171	4.451
11.243	-0.075931	4.330
11.264	-0.451073	4.214
11.285	-0.443487	4.076
11.308	0.059301	3.863
11.328	0.353898	3.692
11.351	0.348388	3.612
11.370	0.227441	3.575
11.397	0.109393	3.579
11.412	0.124125	3.586
11.433	0.382198	3.509
11.455	0.476586	3.457
11.476	-0.131628	3.447
11.498	0.251802	3.254
11.520	0.324557	2.400
11.542	-0.242823	2.400
11.561	-0.477400	2.033
11.582	0.273714	2.243
11.606	0.116424	2.494
11.625	-0.677629	2.606
11.646	-1.024862	2.911
11.667	-0.845962	3.120
11.689	-0.751469	2.976
11.709	-0.746876	2.431
11.730	0.129845	1.738
11.752	1.029901	1.671
11.774	0.356731	3.002
11.794	-1.223358	3.002
11.815	-0.481137	3.566
11.836	0.779100	4.087
11.858	1.621837	4.376
11.879	0.800605	4.527
11.900	-0.011799	4.492
11.921	-0.021026	4.224
11.942	-0.140762	3.968
11.963	-0.201144	3.839
11.985	0.049580	3.689
12.007	0.371840	3.460
12.027	0.353693	3.235
12.050	0.226507	3.269
12.069	0.076420	3.269
12.091	-0.170978	3.482
12.112	-0.289022	3.775
12.133	-0.033342	4.094
12.154	0.153199	4.347
12.176	0.074130	4.566
12.196	-0.160509	4.776
12.219	-0.965556	5.010
12.240	-1.352571	4.868
12.260	-0.691063	4.477
12.283	1.166270	4.303
12.304	1.424892	4.532
12.324	1.165165	4.962
12.345	0.579421	5.648
12.367	0.129401	6.540
12.388	0.029444	7.438
12.410	0.232913	8.279
12.430	1.173362	8.914
12.451	1.096828	9.192
12.473	0.853239	9.345
12.494	-0.274138	9.345
12.516	0.988849	9.316
12.536	2.373909	9.716
12.558	0.377496	10.506
12.580	-1.493364	11.195
12.604	-1.455912	11.145
12.621	-1.717101	10.343
12.642	-0.772395	9.221
12.665	-0.378685	7.889
12.684	-0.228896	6.811
12.705	0.119380	6.143
12.726	0.331810	5.684
12.749	-0.690776	5.200
12.769	0.089040	4.655
12.791	0.982376	4.262
12.811	0.451306	4.075
12.832	0.758738	4.070
12.854	0.465446	4.316
12.875	-0.858668	4.750
12.896	-0.999049	4.845
12.918	0.064782	4.836
12.941	-0.007195	4.908
12.960	-0.507167	5.000
12.982	0.212756	5.159
13.002	0.579691	5.346
13.024	0.576997	5.496
13.045	-0.103107	5.565
13.066	-1.031164	5.562
13.087	-0.709541	5.467
13.110	0.313565	5.173
13.130	0.601819	4.823
13.151	0.242893	4.418
13.172	0.152442	3.972
13.193	0.045637	3.489
13.215	-0.096408	3.005
13.235	-0.242966	2.666
13.257	-0.252645	2.498
13.278	0.123905	2.482
13.300	0.195966	2.584
13.320	-0.151999	2.679
13.341	-0.260570	2.675
13.363	0.000038	2.523
13.384	-0.261202	2.275
13.405	-0.595937	2.040
13.426	-0.279933	1.746
13.447	-0.030119	1.461
13.469	-0.091704	1.257
13.491	0.024338	1.157
13.512	0.381738	1.054
13.532	0.278821	1.020
13.554	-0.025425	1.068
13.575	-0.308453	1.057
13.596	-0.330075	0.971
13.617	-0.244655	0.883
13.641	0.040034	0.782
13.659	0.010361	0.782
13.681	-0.275017	0.786
13.702	-0.246760	0.756
13.724	0.031073	0.713
13.744	0.142945	0.650
13.766	0.510352	0.621
13.786	0.826510	0.690
13.812	-0.100594	0.822
13.829	0.263151	0.996
13.851	1.402733	1.330
13.871	0.715498	1.330
13.892	-0.133530	1.299
13.915	-0.758591	1.136
13.979	-0.392421	0.896
13.979	-0.274815	0.688
13.980	-0.350118	0.571
14.000	0.022709	0.548
14.020	0.267656	0.555
14.041	0.111847	0.540
14.062	-0.376262	0.532
14.083	-0.282054	0.546
14.108	0.120113	0.554
14.126	0.095835	0.578
14.147	-0.182189	0.556
14.170	-0.261799	0.440
14.191	0.238391	0.340
14.211	0.796805	0.377
14.232	0.604409	0.596
14.253	-0.158900	0.760
14.274	-0.357877	0.714
14.295	0.038809	0.583
14.317	0.247541	0.471
14.338	0.100789	0.386
14.360	0.094532	0.386
14.383	0.187481	0.452
14.401	0.024945	0.481
14.424	-0.285060	0.465
14.444	-0.187939	0.510
14.465	0.242887	0.608
14.487	0.298268	0.668
14.507	0.030959	0.729
14.529	0.024540	0.823
14.550	0.112456	0.962
14.571	-0.165530	0.962
14.592	-0.438245	0.959
14.614	-0.292348	0.930
14.635	0.145713	0.924
14.706	0.259115	0.921
14.707	0.206320	0.949
14.708	0.200767	1.013
14.723	-0.140735	1.116
14.741	-0.434438	1.116
14.762	-0.345109	1.108
14.783	-0.060308	1.097
14.804	-0.027394	1.010
14.825	-0.064786	1.010
14.847	-0.150947	0.990
14.868	-0.145683	0.964
14.889	-0.127364	0.908
14.910	-0.130840	0.892
14.932	-0.189643	0.855
14.952	-0.137918	0.820
14.974	0.163308	0.847
14.995	0.417678	0.848
15.016	0.654458	0.814
15.037	0.508036	0.775
15.060	-0.114199	0.747
15.080	-0.470329	0.662
15.101	-0.429987	0.552
15.122	-0.177510	0.451
15.144	-0.256436	0.353
15.165	-0.494937	0.265
15.186	-0.030006	0.178
15.207	0.384699	0.118
15.229	0.351934	0.081
15.250	0.198654	0.048
15.271	0.262437	0.005
15.292	0.178707	359.951
15.313	0.163201	359.913
15.335	0.057116	359.933
15.356	0.426905	359.966
15.377	0.252633	0.102
15.398	-0.265570	0.102
15.421	-0.334708	0.151
15.465	0.002944	0.151
15.465	0.030437	0.199
15.487	0.203174	0.219
15.504	0.180837	0.257
15.525	-0.029826	0.262
15.546	-0.176870	0.242
15.567	-0.428959	0.295
15.590	-0.445996	0.295
15.610	-0.365191	0.276
15.631	-0.072651	0.276
15.652	0.086313	0.232
15.673	-0.065784	0.192
15.695	-0.177788	0.175
15.716	-0.026454	0.175
15.737	0.259579	0.156
15.762	0.216180	0.111
15.780	-0.027766	0.088
15.800	-0.061514	0.093
15.824	-0.170757	0.088
15.843	-0.168341	0.075
15.867	-0.153062	0.045
15.885	-0.134030	0.047
15.907	-0.158816	0.076
15.928	-0.235744	0.097
15.950	-0.392015	0.086
15.970	-0.369647	0.058
15.991	-0.254070	0.005
16.013	-0.319345	359.923
16.034	-0.086157	359.807
16.064	0.122840	359.367
16.076	0.496475	359.367
16.098	0.801137	359.073
16.120	0.838563	358.621
16.140	0.247032	358.254
16.171	0.220412	357.723
16.182	0.418195	356.793
16.203	-0.727484	355.738
16.225	-0.711988	354.977
16.246	-1.070538	354.897
16.267	-0.756314	355.601
16.289	-0.659526	356.411
16.310	0.797138	357.198
16.331	0.272846	357.573
16.352	-0.886880	357.928
16.374	-1.571696	358.462
16.394	-2.060232	358.754
16.416	-0.900720	358.594
16.436	0.187014	358.040
16.458	-0.273499	357.206
16.482	-0.801280	356.837
16.500	0.684966	357.653
16.522	1.451093	358.165
16.542	0.530007	357.563
16.564	1.726622	357.142
16.585	1.870636	357.014
16.606	1.107611	357.121
16.628	0.934139	357.331
16.649	0.771030	357.435
16.669	1.027965	357.348
16.691	1.280616	357.178
16.712	1.175923	356.918
16.733	1.687826	356.680
16.755	2.357507	356.458
16.775	2.293625	356.139
16.798	1.823123	355.730
16.819	1.210380	355.437
16.840	0.455808	355.373
16.861	-1.469774	355.464
16.882	0.310078	355.699
16.903	-0.798721	355.924
16.924	-1.651194	356.129
16.945	-2.610938	356.366
16.966	-2.317218	356.542
16.988	-1.853242	356.494
17.009	-1.710316	356.289
17.032	-1.404131	355.857
17.051	-1.184810	355.227
17.072	-1.093458	354.234
17.094	-0.970886	353.056
17.116	-1.062867	351.544
17.137	-1.178434	350.959
17.158	-0.744351	350.959
17.181	0.201776	350.498
17.200	-0.233170	350.128
17.222	-0.955730	349.801
17.242	-0.715476	349.455
17.265	0.047617	349.223
17.285	0.092719	349.181
17.307	0.048460	349.283
17.328	1.295309	349.771
17.349	2.358119	349.771
17.370	2.648504	349.995
17.390	2.645614	350.272
17.411	2.521136	350.699
17.433	2.739352	351.231
17.456	3.207251	351.821
17.476	2.923845	352.486
17.497	1.841350	353.208
17.519	0.523486	353.913
17.539	-0.746860	354.491
17.560	-1.654150	354.952
17.581	-2.135053	355.442
17.602	-2.271432	356.094
17.624	-2.543929	357.401
17.645	-2.693547	357.401
17.666	-2.804570	358.022
17.687	-2.791940	358.647
17.710	-2.667426	359.227
17.730	-2.484610	359.775
17.751	-2.167270	0.310
17.774	-1.443737	0.813
17.793	-0.776641	1.303
17.815	-0.217208	1.802
17.836	1.021081	2.248
17.857	1.777680	2.542
17.881	1.501207	2.675
17.899	1.517639	2.769
17.920	2.277448	2.905
17.941	2.849039	3.077
17.964	3.575111	3.222
17.984	4.211955	3.232
18.006	3.571111	3.035
18.027	3.143367	2.653
18.048	2.547682	2.234
18.070	0.891263	1.766
18.091	-1.067282	1.159
18.111	-2.363859	0.416
18.133	-2.897850	359.627
18.154	-2.703335	358.828
18.175	-1.995963	358.006
18.199	-1.270605	357.116
18.218	-0.930903	354.967
18.240	-1.431130	354.967
18.259	-2.033821	353.802
18.281	-2.135682	352.677
18.302	-1.951735	351.669
18.323	-1.725944	350.802
18.344	-1.365587	350.118
18.365	-0.967494	349.656
18.387	-0.559749	349.395
18.409	-0.245010	349.240
18.431	-0.154573	349.195
18.451	0.481065	349.370
18.472	1.570800	349.727
18.493	1.994899	350.150
18.514	2.081143	350.565
18.535	2.321020	351.079
18.557	3.542018	351.903
18.578	4.706849	352.910
18.600	4.439664	353.798
18.620	2.232093	354.350
18.641	-0.046694	354.545
18.664	-1.291246	354.577
18.683	-2.057574	354.673
18.706	-2.462567	355.034
18.726	-2.350883	355.799
18.748	-2.264872	356.900
18.770	-2.362851	358.070
18.789	-2.629538	359.052
18.810	-2.548287	359.901
18.832	-2.280054	1.435
18.853	-1.868335	1.435
18.875	-1.394518	1.913
18.898	-1.259086	2.234
18.917	-0.612494	2.507
18.939	1.102271	2.779
18.960	1.807033	2.935
18.982	1.573318	2.869
19.002	1.614658	2.640
19.023	1.854521	2.323
19.044	1.966860	2.009
19.065	2.447476	1.817
19.086	3.106832	1.744
19.107	3.069137	1.747
19.132	3.065886	1.769
19.150	2.800134	1.742
19.172	1.216752	1.599
19.192	-0.948038	1.220
19.214	-2.522660	0.571
19.235	-3.416858	359.709
19.256	-3.837347	358.790
19.277	-3.680797	357.910
19.299	-2.877980	357.094
19.319	-1.920287	356.193
19.341	-1.163074	355.137
19.364	-0.672583	354.081
19.383	-1.027520	353.185
19.406	-1.017428	352.426
19.425	-0.707604	351.754
19.448	-0.516507	350.698
19.468	-0.313898	350.698
19.489	-0.100802	350.435
19.510	-0.086389	350.233
19.532	-0.028003	350.035
19.553	1.389860	349.976
19.574	3.249630	350.207
19.595	3.422929	350.207
19.616	2.859759	350.260
19.639	2.348688	350.362
19.660	3.363113	350.806
19.683	4.771994	351.656
19.701	4.058808	352.395
19.722	1.217918	352.506
19.743	-1.393639	352.128
19.765	-2.802788	351.678
19.786	-2.842124	351.399
19.807	-2.099984	351.426
19.831	-1.723966	351.744
19.850	-1.764288	352.241
19.872	-1.969536	352.775
19.892	-1.763842	353.267
19.914	-1.486273	353.689
19.935	-1.073381	354.019
19.955	-0.682666	354.279
19.977	-0.259335	354.476
19.998	0.018499	354.606
20.020	0.151513	354.576
20.040	-0.081758	354.298
20.062	-0.449667	353.840
20.083	-0.310547	353.359
20.105	-0.013946	352.977
20.125	0.546642	352.814
20.148	0.601704	352.889
20.167	0.640854	353.150
20.189	0.978216	353.604
20.210	1.620104	354.170
20.231	1.372328	354.623
20.252	-0.053376	354.739
20.273	-0.910757	354.651
20.294	-0.850697	354.584
20.316	0.159461	354.569
20.339	0.489434	354.570
20.360	0.289588	354.577
20.380	0.169959	354.611
20.401	-0.192174	354.641
20.424	-0.743306	354.607
20.443	-1.366773	354.510
20.465	-1.897891	354.398
20.485	-2.032401	354.317
20.507	-1.873362	354.323
20.528	-1.266093	354.457
20.549	-0.535999	354.608
20.571	-0.506524	354.676
20.594	-0.783507	354.679
20.614	-0.357388	354.709
20.634	0.590859	354.747
20.656	1.000426	354.700
20.676	1.259177	354.611
20.699	1.549061	354.467
20.720	1.646088	354.467
20.740	1.745860	354.265
20.761	2.123539	354.015
20.782	2.330803	353.879
20.805	2.163592	353.884
20.824	1.599883	353.949
20.847	0.281171	353.919
20.867	-1.300446	353.739
20.891	-2.086142	353.505
20.909	-1.804595	353.316
20.930	-0.997075	353.277
20.952	-0.545819	353.424
20.973	-0.614042	353.727
20.994	-0.769923	354.040
21.015	-0.855985	354.214
21.039	-0.953548	354.264
21.058	-0.967301	354.279
21.080	-0.811642	354.306
21.100	-0.568756	354.357
21.122	-0.419232	354.424
21.143	-0.206133	354.469
21.164	0.095027	354.411
21.185	0.230323	354.236
21.206	0.346629	354.024
21.227	0.699063	353.910
21.250	1.054841	353.924
21.271	1.201724	354.061
21.291	1.355909	354.294
21.312	1.691823	354.526
21.333	1.994392	354.584
21.356	1.745375	354.437
21.376	1.315291	353.914
21.398	1.561354	353.914
21.420	1.513782	353.666
21.440	0.373613	353.375
21.461	-1.330728	353.031
21.481	-2.449690	352.645
21.505	-2.785448	352.224
21.524	-2.721713	351.822
21.547	-2.383721	351.518
21.567	-1.426523	351.371
21.588	-0.342809	351.383
21.610	0.035731	351.480
21.630	-0.627595	351.540
21.651	-1.355594	351.536
21.673	-1.186653	351.529
21.694	-0.675934	351.489
21.715	-0.466415	351.403
21.736	-0.046340	351.352
21.758	0.562302	351.417
21.779	0.581375	351.544
21.800	0.178044	351.669
21.821	0.025839	351.829
21.843	0.370305	352.369
21.864	0.825907	352.369
21.885	1.230451	352.705
21.906	1.450046	353.081
21.927	1.384200	353.491
21.949	1.251735	353.869
21.969	1.485344	354.177
21.991	2.314204	354.489
22.013	2.780388	354.800
22.033	1.799527	354.935
22.054	-0.240941	354.803
22.076	-1.644676	354.563
22.102	-2.416761	354.440
22.118	-2.523115	354.629
22.140	-2.348085	355.150
22.160	-1.980872	355.907
22.181	-1.199269	356.762
22.203	-0.837846	357.566
22.224	-1.111715	358.199
22.246	-1.242027	358.660
22.266	-0.822955	359.063
22.288	-0.516299	359.505
22.310	-0.263810	359.993
22.330	-0.136428	0.498
22.351	-0.165174	0.952
22.372	0.067215	1.241
22.394	0.450463	1.327
22.415	0.352404	1.104
22.436	0.685238	1.104
22.457	1.529672	0.941
22.479	2.033216	0.805
22.500	2.143790	0.701
22.522	1.909249	0.601
22.542	2.055154	0.499
