time(s)	globalZ	gyroAngle
14.740	0.033891	327.733
14.762	-0.093140	327.711
14.782	-0.062562	327.674
14.804	-0.076295	327.632
14.825	-0.113708	327.588
14.848	-0.028622	327.560
14.867	0.001207	327.545
14.889	-0.022112	327.547
14.910	0.062176	327.573
14.932	0.066940	327.606
14.952	0.072633	327.634
14.973	0.174216	327.664
14.994	0.032493	327.704
15.016	-0.147093	327.766
15.037	-0.045399	327.848
15.058	0.111182	327.920
15.081	0.167533	327.955
15.103	0.118405	327.892
15.123	-0.021011	327.892
15.143	-0.145011	327.811
15.164	-0.122303	327.725
15.186	-0.077583	327.652
15.207	-0.036975	327.580
15.228	0.066979	327.509
15.249	0.251918	327.441
15.271	0.155494	327.296
15.292	0.000023	327.296
15.312	-0.135499	327.245
15.334	-0.158612	327.214
15.356	0.013343	327.211
15.377	0.022588	327.217
15.397	-0.014193	327.222
15.419	-0.040445	327.232
15.440	0.084469	327.244
15.462	0.077680	327.245
15.482	-0.020510	327.241
15.503	-0.140285	327.245
15.524	-0.071298	327.265
15.546	0.205117	327.299
15.567	0.205978	327.329
15.588	0.040043	327.341
15.609	-0.141999	327.352
15.632	-0.297938	327.397
15.653	-0.158344	327.513
15.673	0.028775	327.513
15.694	-0.010158	327.511
15.719	-0.089140	327.486
15.736	-0.105154	327.453
15.758	-0.049223	327.420
15.780	0.081381	327.401
15.800	0.127874	327.386
15.822	0.057897	327.369
15.842	0.031367	327.357
15.864	0.160855	327.345
15.885	0.214966	327.312
15.906	0.046775	327.258
15.928	-0.060780	327.208
15.949	-0.016931	327.178
15.970	0.090892	327.159
15.992	0.046669	327.129
16.014	-0.086501	327.099
16.033	-0.104484	327.067
16.056	-0.051745	327.034
16.075	-0.071972	327.007
16.097	-0.034465	326.990
16.119	-0.036981	327.042
16.140	-0.019508	327.042
16.162	0.146223	327.102
16.182	0.163497	327.152
16.203	0.025117	327.183
16.224	-0.245837	327.229
16.247	-0.354556	327.317
16.266	-0.053065	327.412
16.289	0.166176	327.468
16.309	-0.005165	327.477
16.331	-0.191269	327.458
16.352	-0.013706	327.468
16.372	0.111643	327.493
16.394	0.151131	327.505
16.415	0.113218	327.505
16.436	0.063376	327.508
16.457	0.099146	327.520
16.479	0.143734	327.532
16.500	0.170492	327.537
16.522	0.015681	327.526
16.542	-0.285077	327.513
16.565	-0.372900	327.514
16.585	-0.050392	327.538
16.606	0.248914	327.555
16.627	0.175632	327.563
16.648	0.050206	327.582
16.669	-0.008004	327.610
16.692	-0.048344	327.647
16.715	-0.036571	327.690
16.733	-0.068761	327.734
16.756	-0.077741	327.779
16.776	-0.006825	327.824
16.796	0.049195	327.860
16.818	-0.061766	327.885
16.844	-0.042636	327.910
16.860	0.081450	327.920
16.882	0.056098	327.925
16.902	0.003160	327.930
16.923	0.058553	327.941
16.946	-0.002193	327.951
16.966	-0.188311	327.965
16.988	-0.245400	327.993
17.009	-0.074894	328.043
17.030	0.099339	328.043
17.053	0.173931	327.992
17.072	0.215032	327.992
17.093	0.128313	327.951
17.114	-0.019822	327.910
17.135	-0.026004	327.866
17.157	-0.009623	327.840
17.178	0.093270	327.840
17.199	0.042923	327.884
17.224	-0.220079	327.975
17.242	-0.523166	328.340
17.264	-0.530422	328.340
17.284	-0.407285	328.850
17.306	-0.244926	328.850
17.326	0.056173	329.099
17.348	0.303383	329.493
17.369	0.429558	329.493
17.390	0.273751	329.597
17.414	0.183693	329.663
17.432	0.302037	329.688
17.454	0.418371	329.660
17.475	0.471342	329.576
17.498	0.344968	329.413
17.517	0.120318	329.179
17.539	0.031578	328.921
17.560	-0.057095	328.688
17.582	-0.244898	328.497
17.602	-0.370281	328.330
17.623	-0.311225	328.205
17.644	-0.163564	328.127
17.666	-0.147033	328.065
17.689	-0.310159	328.012
17.708	-0.272540	327.988
17.730	-0.149750	327.987
17.752	-0.033715	327.982
17.772	0.030080	327.975
17.793	0.153487	327.975
17.814	0.180756	327.989
17.835	0.049745	327.986
17.856	-0.149674	327.965
17.878	-0.160275	327.943
17.899	-0.089033	327.932
17.921	-0.092730	327.933
17.942	-0.128127	327.943
17.963	-0.207453	327.957
17.984	-0.248298	327.991
18.005	-0.141573	328.061
18.026	0.073191	328.146
18.048	0.179115	328.296
18.068	0.186546	328.296
18.090	0.133952	328.455
18.114	0.001325	328.455
18.132	-0.006054	328.545
18.155	0.137231	328.653
18.174	0.128490	328.756
18.196	0.027624	328.856
18.217	0.005250	329.023
18.238	-0.055335	329.023
18.259	-0.117436	329.094
18.280	-0.263620	329.151
18.302	-0.350627	329.195
18.323	-0.223658	329.230
18.344	-0.018585	329.249
18.365	0.163087	329.252
18.386	0.193417	329.239
18.408	0.081288	329.210
18.431	-0.011244	329.164
18.450	0.007952	329.112
18.472	0.010682	329.048
18.492	0.073561	328.967
18.514	0.023288	328.878
18.535	-0.079383	328.776
18.556	-0.289145	328.674
18.577	-0.342667	328.608
18.598	-0.070412	328.571
18.622	0.165807	328.537
18.641	0.183999	328.488
18.666	0.106194	328.422
18.683	-0.002058	328.347
18.704	-0.026496	328.279
18.726	-0.036980	328.224
18.748	-0.077153	328.184
18.768	-0.160587	328.163
18.789	0.000557	328.164
18.810	0.178357	328.170
