time(s)	globalZ	gyroAngle
15.904	-1.402201	355.656
15.930	-1.928297	355.854
15.946	-2.353961	356.122
15.968	-2.942016	356.615
15.989	-3.173039	357.284
16.011	-2.302635	357.976
16.031	-1.662071	359.327
16.053	-1.609483	359.327
16.075	-1.462212	359.928
16.095	-1.319246	0.425
16.117	-1.012862	0.928
16.137	-1.095671	1.635
16.158	-1.422632	2.765
16.180	-0.719419	3.972
16.200	0.138388	4.614
16.223	-0.381116	4.552
16.243	1.166178	4.707
16.264	1.967589	4.813
16.286	3.147671	4.689
16.309	3.997674	3.994
16.328	3.594038	2.874
16.350	2.266222	1.883
16.370	2.543193	0.932
16.393	3.110268	0.932
16.413	2.816187	0.526
16.434	0.206926	0.228
16.455	-1.588628	0.140
16.477	-2.142160	0.147
16.497	-2.150648	0.139
16.519	-2.173461	0.084
16.540	-2.177236	359.962
16.561	-2.282331	359.772
16.584	-2.415850	359.517
16.604	-2.632320	359.177
16.630	-2.720967	358.671
16.646	-2.228179	358.065
16.668	-1.567232	357.551
16.688	-1.252523	357.336
16.709	-0.994365	357.320
16.730	-0.404981	357.347
16.753	-0.125687	357.373
16.773	0.368189	357.407
16.794	1.237131	357.471
16.816	2.208753	357.573
16.836	3.607186	357.710
16.860	3.769052	357.797
16.879	3.316140	357.854
16.900	3.493316	357.854
16.923	3.822787	357.870
16.943	2.570829	357.816
16.965	0.068623	357.767
16.985	-1.569845	357.767
17.006	-1.604443	357.654
17.027	-1.459147	357.609
17.049	-1.666467	357.805
17.070	-1.586175	358.294
17.093	-1.412524	358.917
17.114	-1.312645	0.050
17.134	-1.367336	0.634
17.155	-1.229949	0.634
17.177	-1.570102	1.205
17.197	-1.673711	1.658
17.218	-1.521625	2.064
17.239	-1.001812	2.503
17.260	-0.475025	2.860
17.284	-0.197399	2.970
17.303	-0.630202	2.865
17.325	-0.361750	2.726
17.347	0.436100	2.698
17.367	1.265735	2.709
17.388	2.170235	2.558
17.409	2.779288	2.152
17.430	2.737127	1.701
17.452	2.667694	1.330
17.473	3.315623	0.993
17.494	3.170508	0.718
17.517	0.941478	0.451
17.536	-1.191830	0.232
17.558	-2.024720	0.141
17.578	-2.237793	0.168
17.601	-2.212676	0.238
17.621	-2.075654	0.266
17.643	-1.860389	0.183
17.663	-1.489920	359.989
17.684	-1.255875	359.725
17.705	-1.232265	359.473
17.727	-1.167103	359.310
17.750	-1.089729	359.333
17.769	-0.987862	359.517
17.792	-0.530935	359.940
17.813	-0.064044	359.940
17.833	0.326777	0.001
17.854	0.388188	0.055
17.875	0.560535	0.126
17.897	0.941857	0.157
17.918	1.369175	0.139
17.939	2.073031	0.113
17.960	2.248077	0.142
17.982	1.702063	0.254
18.003	2.032090	0.431
18.025	2.676284	0.560
18.045	2.290862	0.620
18.066	-0.139887	0.754
18.087	-1.524334	1.043
18.109	-1.427453	1.328
18.130	-1.289643	2.021
18.151	-0.981527	2.021
18.173	-0.552407	2.373
18.193	-0.844985	2.581
18.214	-1.654469	2.704
18.236	-1.853273	2.838
18.257	-1.451077	3.026
18.278	-1.104595	3.285
18.300	-0.692795	3.619
18.320	-0.426995	3.970
18.343	-0.418213	4.197
18.363	-0.391504	4.291
18.384	0.238001	4.200
18.405	0.968437	3.987
18.426	1.455096	3.819
18.447	1.887754	3.835
18.469	2.116884	3.923
18.490	2.101816	3.900
18.511	1.878674	3.664
18.533	1.801610	2.894
18.554	1.523876	2.894
18.575	1.744928	2.609
18.597	1.509789	2.437
18.618	0.369939	2.304
18.638	-1.105521	2.149
18.660	-1.934420	1.979
18.681	-2.003210	1.819
18.703	-1.437794	1.720
18.723	-0.786175	1.720
18.744	-0.350981	1.532
18.767	-0.514235	1.102
18.787	-0.958498	0.586
18.809	-0.882328	359.680
18.829	-0.906754	359.680
18.851	-1.002838	359.343
18.873	-0.854739	359.151
18.893	-0.621882	359.059
18.914	-0.660162	358.958
18.935	-0.858188	358.914
18.958	-0.484543	358.934
18.978	0.182749	358.989
19.000	0.548811	359.028
19.020	1.215277	359.002
19.042	2.503100	358.880
19.063	2.953151	358.634
19.083	1.995606	358.348
19.105	1.232799	358.127
19.126	1.703546	358.127
