time(s)	globalZ	gyroAngle
20.729	0.370067	326.240
20.748	0.730557	326.387
20.777	1.161055	326.580
20.791	1.194415	326.773
20.812	0.989170	327.025
20.835	1.532617	327.373
20.856	1.990461	327.913
20.876	1.465313	327.913
20.897	0.206778	328.032
20.919	-0.745460	328.083
20.940	-0.928837	328.055
20.962	-0.854126	327.986
20.982	-0.773472	327.999
21.004	-0.821502	328.146
21.025	-0.820447	328.389
21.046	-0.810384	328.685
21.067	-0.568703	329.044
21.088	-0.284682	329.453
21.109	-0.188694	329.817
21.130	-0.528764	330.073
21.152	-1.060573	330.237
21.173	-0.985827	330.308
21.196	-0.580800	330.289
21.215	-0.446666	330.203
21.237	-0.394299	330.065
21.258	-0.183589	329.904
21.279	-0.075098	329.726
21.300	0.117951	329.565
21.321	0.680627	329.525
21.342	1.087504	329.619
21.365	1.399314	329.659
21.385	1.330913	329.469
21.406	1.265519	329.099
21.427	1.236470	328.709
21.448	1.052977	328.367
21.469	1.057488	328.082
21.490	1.200761	327.849
21.512	0.839837	327.196
21.533	-0.335471	327.196
21.555	-1.333121	326.688
21.575	-1.531358	326.290
21.597	-1.028575	326.142
21.618	-0.426843	326.198
21.639	-0.287058	326.383
21.662	-0.355993	326.680
21.681	-0.309800	327.013
21.705	-0.308190	327.259
21.725	-0.531562	327.306
21.745	-0.796476	327.174
21.766	-0.801782	326.967
21.788	-0.597614	326.775
21.808	-0.551817	326.661
21.830	-0.672853	326.606
21.851	-0.749157	326.646
21.872	-0.826307	326.761
21.896	-0.554439	326.916
21.915	-0.267292	327.089
21.937	0.027032	327.463
21.957	0.186400	327.463
21.983	0.545700	327.705
22.000	0.950384	327.958
22.021	1.221968	328.180
22.042	1.399321	328.361
22.063	1.830504	328.513
22.085	2.316177	328.652
22.105	2.706633	328.784
22.129	1.801960	328.891
22.148	-0.164744	328.895
22.170	-1.069210	328.866
22.190	-0.934094	328.848
22.212	-0.672493	328.876
22.233	-0.783241	328.976
22.255	-0.970638	329.160
22.275	-0.844036	329.408
22.296	-1.149309	329.829
22.317	-1.519051	329.829
22.339	-1.473450	329.966
22.361	-1.085213	330.224
22.381	-0.749022	330.224
22.402	-0.705486	330.381
22.425	-0.782405	330.589
22.446	-0.653664	331.020
22.466	-0.230450	331.020
22.487	0.106627	331.106
22.508	0.120782	331.083
22.530	0.185285	331.053
22.550	0.678521	331.105
22.572	1.396698	331.201
22.593	1.824842	331.308
22.615	1.321301	331.377
22.637	0.911463	331.377
22.657	1.645806	331.422
22.679	1.514594	331.425
22.699	0.903114	331.292
22.722	0.729668	331.078
22.742	1.031813	330.878
22.763	0.580995	330.713
22.785	-0.668714	330.524
22.805	-1.670470	330.316
22.826	-2.247914	330.153
22.848	-2.065449	330.077
22.870	-1.281120	330.017
22.889	-0.760493	329.914
22.912	-0.261664	329.749
22.932	-0.087201	329.506
22.955	-0.219501	329.147
22.975	-0.459439	328.714
22.996	-0.378122	328.307
23.017	-0.101282	327.961
23.039	0.008405	327.693
23.059	0.107386	327.539
23.080	0.302244	327.519
23.103	0.225394	327.548
23.123	0.189842	327.524
23.145	0.093931	327.443
23.166	-0.010939	327.313
23.190	0.054948	327.157
23.208	0.199847	327.048
23.229	0.060592	326.994
23.250	0.251148	326.952
23.271	0.959973	326.917
23.293	1.114271	326.806
23.315	0.899265	326.584
23.337	1.126720	326.395
23.356	1.218418	326.375
23.378	0.987121	326.586
23.399	1.211671	327.008
23.420	1.504879	327.587
23.441	0.863475	328.128
23.463	-0.761573	328.457
23.484	-2.243512	328.636
23.505	-2.826544	328.843
23.526	-2.440947	329.165
23.547	-1.069016	329.545
23.570	-0.273474	329.900
23.589	0.012773	330.187
23.612	-0.545693	330.367
23.632	-0.813740	330.411
23.653	-0.565710	330.340
23.675	-0.449892	330.204
23.695	-0.599085	330.031
23.716	-0.575149	329.834
23.738	-0.194820	329.596
23.759	-0.053369	329.289
23.780	0.231432	328.974
23.801	0.543990	328.741
23.822	0.727523	328.577
23.845	1.122188	328.460
